scenario_id,schedule_case,V,AHT,OCC,SHK,Hg,T,week_pattern,p_weekdays,weekday_split,weekday_step,K,ratio_target,pos1,pos2,width1,width2,width_assignment_rule,peak_amplitude_rule,peak_amplitude_ratio,H_talk,H_prod,H_paid,HC_teorico,HC_teorico_ceil,H_prod_noSHK,HC_gross,HC_gross_ceil,ratio_real,lambda,ratio_capped,calls_sum,calls_min,calls_max,fte_min,fte_max,day_weights,n0,N_final,solver_status,objective,coverage,coverage_target,coverage_fail,sum_required,sum_under,sum_over,runtime_sec,workers
D_76cd0bedf8_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,4,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.411,1.000,True,7500,5,37,1.190,8.810,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,159.900,0.911,0.900,False,1785.714,159.810,54.095,1200.019,1.000
D_76dfbf5abe_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.411,1.000,True,7500,2,41,0.476,9.762,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,157.930,0.912,0.900,False,1785.714,157.810,220.095,137.853,1.000
D_76dfbf5abe_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.411,1.000,True,7500,2,41,0.476,9.762,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,21.000,FEASIBLE,136.610,0.924,0.900,False,1785.714,136.524,114.810,1200.021,1.000
D_76f470b290_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.517,1.000,True,7500,6,44,1.429,10.476,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,143.660,0.920,0.900,False,1785.714,142.571,36.857,420.023,1.000
D_76f470b290_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.517,1.000,True,7500,6,44,1.429,10.476,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,168.770,0.906,0.900,False,1785.714,168.429,62.714,1200.031,1.000
D_7716b491b3_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,2,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.645,False,7500,2,37,0.476,8.810,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,166.370,0.907,0.900,False,1785.714,166.381,228.667,28.425,1.000
D_7716b491b3_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,2,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.645,False,7500,2,37,0.476,8.810,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,21.000,FEASIBLE,159.910,0.910,0.900,False,1785.714,159.952,138.238,1200.022,1.000
D_7722cf4d3f_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,22.000,40.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.693,False,7500,1,42,0.238,10.000,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,167.940,0.906,0.900,False,1785.714,167.857,230.143,82.021,1.000
D_7722cf4d3f_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,22.000,40.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.693,False,7500,1,42,0.238,10.000,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,23.000,FEASIBLE,116.990,0.935,0.900,False,1785.714,116.952,263.238,1200.010,1.000
D_773311ca9e_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,4,12.000,38.000,13.000,13.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.877,False,7500,1,44,0.238,10.476,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,23.000,OPTIMAL,101.600,0.943,0.900,False,1785.714,101.429,247.714,138.885,1.000
D_773311ca9e_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,4,12.000,38.000,13.000,13.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.877,False,7500,1,44,0.238,10.476,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,23.000,FEASIBLE,108.730,0.939,0.900,False,1785.714,108.667,254.952,1200.042,1.000
D_777091f0b1_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,1,2,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.328,False,7500,15,30,3.571,7.143,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,151.260,0.916,0.900,False,1785.714,149.810,128.095,420.012,1.000
D_777091f0b1_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,1,2,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.328,False,7500,15,30,3.571,7.143,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,117.570,0.934,0.900,False,1785.714,117.524,95.810,1200.028,1.000
D_77e5d0a2b1_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.752,False,7500,1,50,0.238,11.905,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,24.000,FEASIBLE,98.950,0.945,0.900,False,1785.714,98.952,329.238,420.026,1.000
D_77e5d0a2b1_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.752,False,7500,1,50,0.238,11.905,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,FEASIBLE,155.520,0.913,0.900,False,1785.714,155.524,301.810,1200.017,1.000
D_7808fab4ca_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,2,22.000,40.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.362,False,7500,8,36,1.905,8.571,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,177.190,0.901,0.900,False,1785.714,177.095,71.381,420.020,1.000
D_7808fab4ca_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,2,22.000,40.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.362,False,7500,8,36,1.905,8.571,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,22.000,FEASIBLE,177.480,0.901,0.900,False,1785.714,176.667,238.952,1200.018,1.000
D_78278f5cce_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,25.000,16.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.713,False,7500,4,38,0.952,9.048,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,166.600,0.907,0.900,False,1785.714,166.571,60.857,420.023,1.000
D_78278f5cce_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,25.000,16.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.713,False,7500,4,38,0.952,9.048,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,157.170,0.912,0.900,False,1785.714,157.190,51.476,1200.039,1.000
D_7836e6baf4_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,22.000,40.000,13.000,13.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.327,False,7500,8,37,1.905,8.810,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,122.420,0.932,0.900,False,1785.714,121.381,99.667,420.035,1.000
D_7836e6baf4_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,22.000,40.000,13.000,13.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.327,False,7500,8,37,1.905,8.810,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,23.000,FEASIBLE,92.990,0.948,0.900,False,1785.714,92.952,239.238,1200.082,1.000
D_7838469ebd_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,6,14.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.762,False,7500,1,48,0.238,11.429,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,OPTIMAL,170.890,0.904,0.900,False,1785.714,170.952,233.238,150.285,1.000
D_7838469ebd_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,6,14.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.762,False,7500,1,48,0.238,11.429,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,FEASIBLE,101.990,0.946,0.900,False,1785.714,97.095,159.381,1200.124,1.000
D_7886b5173d_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,1,4,36.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.580,False,7500,5,47,1.190,11.190,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,163.290,0.909,0.900,False,1785.714,163.143,57.429,420.017,1.000
D_7886b5173d_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,1,4,36.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.580,False,7500,5,47,1.190,11.190,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,23.000,FEASIBLE,151.030,0.915,0.900,False,1785.714,151.000,297.286,1200.027,1.000
D_788e0486c7_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.715,False,7500,1,54,0.238,12.857,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,164.740,0.908,0.900,False,1785.714,164.810,227.095,290.274,1.000
D_788e0486c7_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.715,False,7500,1,54,0.238,12.857,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,FEASIBLE,115.140,0.935,0.900,False,1785.714,115.238,261.524,1200.018,1.000
D_78ffe8ee97_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,12.000,38.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.449,False,7500,8,39,1.905,9.286,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,177.560,0.901,0.900,False,1785.714,177.524,71.810,421.054,1.000
D_78ffe8ee97_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,12.000,38.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.449,False,7500,8,39,1.905,9.286,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,147.950,0.918,0.900,False,1785.714,147.143,125.429,1200.014,1.000
D_79093f79f4_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.611,False,7500,2,49,0.476,11.667,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,23.000,OPTIMAL,133.950,0.925,0.900,False,1785.714,133.810,280.095,131.005,1.000
D_79093f79f4_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.611,False,7500,2,49,0.476,11.667,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,25.000,FEASIBLE,116.780,0.935,0.900,False,1785.714,115.714,430.000,1200.028,1.000
D_79ccd3a517_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,1,2,25.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.360,False,7500,3,41,0.714,9.762,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,171.480,0.904,0.900,False,1785.714,171.429,233.714,270.993,1.000
D_79ccd3a517_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,1,2,25.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.360,False,7500,3,41,0.714,9.762,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,21.000,FEASIBLE,158.950,0.911,0.900,False,1785.714,159.000,137.286,1200.027,1.000
D_7a2246666a_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,1,4,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.596,False,7500,9,37,2.143,8.810,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,20.000,FEASIBLE,176.460,0.901,0.900,False,1785.714,176.571,70.857,420.019,1.000
D_7a2246666a_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,1,4,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.596,False,7500,9,37,2.143,8.810,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,113.950,0.936,0.900,False,1785.714,114.048,92.333,1200.020,1.000
D_7a7cd81c68_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,2,12.000,38.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.729,False,7500,2,40,0.476,9.524,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,165.590,0.907,0.900,False,1785.714,165.524,227.810,109.547,1.000
D_7a7cd81c68_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,2,12.000,38.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.729,False,7500,2,40,0.476,9.524,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,21.000,FEASIBLE,153.710,0.914,0.900,False,1785.714,153.714,132.000,1200.028,1.000
D_7a7dcf73a4_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,1,2,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.328,False,7500,3,42,0.714,10.000,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,175.740,0.902,0.900,False,1785.714,175.762,238.048,236.954,1.000
D_7a7dcf73a4_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,1,2,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.328,False,7500,3,42,0.714,10.000,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,21.000,FEASIBLE,138.210,0.923,0.900,False,1785.714,138.286,116.571,1200.019,1.000
D_7ad1275b3c_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,6,10.000,28.000,16.000,16.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.841,False,7500,3,35,0.714,8.333,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,139.950,0.922,0.900,False,1785.714,140.048,34.333,420.021,1.000
D_7ad1275b3c_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,6,10.000,28.000,16.000,16.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.841,False,7500,3,35,0.714,8.333,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,166.930,0.907,0.900,False,1785.714,165.238,59.524,1200.020,1.000
D_7af66454c4_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,2,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.436,False,7500,2,38,0.476,9.048,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,OPTIMAL,165.320,0.907,0.900,False,1785.714,165.238,227.524,172.155,1.000
D_7af66454c4_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,2,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.436,False,7500,2,38,0.476,9.048,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,21.000,FEASIBLE,171.070,0.904,0.900,False,1785.714,171.095,149.381,1200.037,1.000
D_7b438ab7a8_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,2,6,12.000,38.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.517,1.000,True,7500,10,37,2.381,8.810,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,20.000,FEASIBLE,176.600,0.902,0.900,False,1785.714,175.571,69.857,420.022,1.000
D_7b438ab7a8_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,2,6,12.000,38.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.517,1.000,True,7500,10,37,2.381,8.810,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,172.340,0.904,0.900,False,1785.714,172.238,150.524,1200.026,1.000
D_7b4a0975d1_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,1,52,0.238,12.381,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,OPTIMAL,133.160,0.925,0.900,False,1785.714,133.238,279.524,383.007,1.000
D_7b4a0975d1_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,1,52,0.238,12.381,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,24.000,FEASIBLE,176.960,0.901,0.900,False,1785.714,177.048,407.333,1200.024,1.000
D_7b5e610129_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,22.000,40.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.704,False,7500,4,36,0.952,8.571,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,113.690,0.936,0.900,False,1785.714,113.762,92.048,420.029,1.000
D_7b5e610129_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,22.000,40.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.704,False,7500,4,36,0.952,8.571,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,155.870,0.913,0.900,False,1785.714,155.857,134.143,1200.035,1.000
D_7b71c9848c_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,25.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.789,1.000,True,7500,1,43,0.238,10.238,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,162.930,0.909,0.900,False,1785.714,162.905,225.190,112.352,1.000
D_7b71c9848c_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,25.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.789,1.000,True,7500,1,43,0.238,10.238,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,21.000,FEASIBLE,150.150,0.916,0.900,False,1785.714,150.143,128.429,1200.026,1.000
D_7c0b3dbafc_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,22.000,40.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.412,False,7500,7,34,1.667,8.095,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,171.570,0.904,0.900,False,1785.714,171.571,65.857,420.019,1.000
D_7c0b3dbafc_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,22.000,40.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.412,False,7500,7,34,1.667,8.095,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,22.000,FEASIBLE,147.060,0.918,0.900,False,1785.714,147.048,209.333,1200.043,1.000
D_7c235843d1_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,1,2,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.328,False,7500,8,37,1.905,8.810,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,173.580,0.905,0.900,False,1785.714,169.524,63.810,420.033,1.000
D_7c235843d1_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,1,2,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.328,False,7500,8,37,1.905,8.810,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,116.100,0.935,0.900,False,1785.714,116.048,94.333,1200.013,1.000
D_7c374e3125_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,1,6,36.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.736,False,7500,3,46,0.714,10.952,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,127.410,0.929,0.900,False,1785.714,127.429,105.714,420.026,1.000
D_7c374e3125_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,1,6,36.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.736,False,7500,3,46,0.714,10.952,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,22.000,FEASIBLE,130.380,0.927,0.900,False,1785.714,130.095,192.381,1200.024,1.000
D_7d05190363_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,1,2,36.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.279,False,7500,16,32,3.810,7.619,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,151.390,0.915,0.900,False,1785.714,151.333,129.619,420.022,1.000
D_7d05190363_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,1,2,36.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.279,False,7500,16,32,3.810,7.619,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,168.650,0.906,0.900,False,1785.714,168.667,146.952,1200.028,1.000
D_7d12ffbc9d_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,2,10.000,28.000,20.000,20.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.481,False,7500,7,33,1.667,7.857,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,165.530,0.907,0.900,False,1785.714,165.571,59.857,420.022,1.000
D_7d12ffbc9d_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,2,10.000,28.000,20.000,20.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.481,False,7500,7,33,1.667,7.857,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,174.770,0.902,0.900,False,1785.714,174.714,69.000,1200.028,1.000
