scenario_id,schedule_case,V,AHT,OCC,SHK,Hg,T,week_pattern,p_weekdays,weekday_split,weekday_step,K,ratio_target,pos1,pos2,width1,width2,width_assignment_rule,peak_amplitude_rule,peak_amplitude_ratio,H_talk,H_prod,H_paid,HC_teorico,HC_teorico_ceil,H_prod_noSHK,HC_gross,HC_gross_ceil,ratio_real,lambda,ratio_capped,calls_sum,calls_min,calls_max,fte_min,fte_max,day_weights,n0,N_final,solver_status,objective,coverage,coverage_target,coverage_fail,sum_required,sum_under,sum_over,runtime_sec,workers
D_134b505e83_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,22.000,40.000,15.000,15.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.357,False,7500,8,36,1.905,8.571,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,137.000,0.923,0.900,False,1785.714,136.905,115.190,420.028,1.000
D_134b505e83_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,2,22.000,40.000,15.000,15.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.357,False,7500,8,36,1.905,8.571,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,22.000,FEASIBLE,116.200,0.935,0.900,False,1785.714,116.143,178.429,1200.032,1.000
D_134ff65c61_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,2,2,12.000,38.000,13.000,13.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.370,False,7500,16,31,3.810,7.381,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,151.490,0.915,0.900,False,1785.714,151.429,129.714,420.022,1.000
D_134ff65c61_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,2,2,12.000,38.000,13.000,13.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.370,False,7500,16,31,3.810,7.381,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,23.000,FEASIBLE,111.910,0.938,0.900,False,1785.714,110.952,257.238,1200.024,1.000
D_13a2b61b98_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,4,10.000,28.000,16.000,16.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.692,False,7500,4,42,0.952,10.000,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,159.440,0.912,0.900,False,1785.714,157.429,51.714,420.012,1.000
D_13a2b61b98_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,4,10.000,28.000,16.000,16.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.692,False,7500,4,42,0.952,10.000,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,157.380,0.912,0.900,False,1785.714,157.238,135.524,1200.031,1.000
D_13a30ef21d_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,1,6,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.905,False,7500,3,44,0.714,10.476,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,140.080,0.922,0.900,False,1785.714,140.000,34.286,420.026,1.000
D_13a30ef21d_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,1,6,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.905,False,7500,3,44,0.714,10.476,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,178.610,0.900,0.900,False,1785.714,178.238,156.524,1200.021,1.000
D_141dffda2a_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,1,6,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.905,False,7500,3,44,0.714,10.476,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,150.500,0.916,0.900,False,1785.714,150.429,44.714,420.019,1.000
D_141dffda2a_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,1,6,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.905,False,7500,3,44,0.714,10.476,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,175.030,0.902,0.900,False,1785.714,174.952,69.238,1200.027,1.000
D_1425bcfb57_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,22.000,40.000,13.000,17.000,extremes_low_high,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.654,False,7500,1,43,0.238,10.238,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,173.070,0.903,0.900,False,1785.714,173.000,235.286,45.201,1.000
D_1425bcfb57_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,22.000,40.000,13.000,17.000,extremes_low_high,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.654,False,7500,1,43,0.238,10.238,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,FEASIBLE,172.870,0.903,0.900,False,1785.714,172.810,235.095,1200.019,1.000
D_14a45a1aaf_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.802,False,7500,1,44,0.238,10.476,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,FEASIBLE,114.850,0.936,0.900,False,1785.714,114.810,261.095,420.020,1.000
D_14a45a1aaf_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,22.000,40.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.802,False,7500,1,44,0.238,10.476,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,FEASIBLE,171.460,0.904,0.900,False,1785.714,171.429,233.714,1200.047,1.000
D_1527fee468_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,2,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.331,False,7500,8,37,1.905,8.810,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,176.990,0.901,0.900,False,1785.714,176.952,71.238,420.012,1.000
D_1527fee468_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,2,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.331,False,7500,8,37,1.905,8.810,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,153.090,0.914,0.900,False,1785.714,153.048,131.333,1200.022,1.000
D_1546398d82_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,16.000,16.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.815,False,7500,1,49,0.238,11.667,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,160.340,0.910,0.900,False,1785.714,160.381,222.667,295.272,1.000
D_1546398d82_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,16.000,16.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.815,False,7500,1,49,0.238,11.667,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,20.000,FEASIBLE,173.300,0.903,0.900,False,1785.714,173.333,67.619,1200.035,1.000
D_16024d3b7d_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,6,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.905,False,7500,1,48,0.238,11.429,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,OPTIMAL,157.890,0.912,0.900,False,1785.714,157.857,220.143,133.149,1.000
D_16024d3b7d_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,6,25.000,,24.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.905,False,7500,1,48,0.238,11.429,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,20.000,FEASIBLE,157.850,0.912,0.900,False,1785.714,157.762,52.048,1200.019,1.000
D_1656dc6f63_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,2,22.000,40.000,15.000,15.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.409,False,7500,2,37,0.476,8.810,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,OPTIMAL,134.630,0.925,0.900,False,1785.714,134.524,280.810,274.227,1.000
D_1656dc6f63_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,2,22.000,40.000,15.000,15.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.409,False,7500,2,37,0.476,8.810,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,FEASIBLE,136.570,0.924,0.900,False,1785.714,136.524,282.810,1200.041,1.000
D_16a50723f1_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,12.000,38.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.734,1.000,True,7500,5,35,1.190,8.333,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,106.450,0.942,0.900,False,1785.714,104.143,82.429,420.032,1.000
D_16a50723f1_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,12.000,38.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.734,1.000,True,7500,5,35,1.190,8.333,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,159.220,0.912,0.900,False,1785.714,156.762,135.048,1200.076,1.000
D_16a75d9c20_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,12.000,38.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,5.442,1.000,True,7500,1,52,0.238,12.381,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,171.220,0.904,0.900,False,1785.714,171.190,233.476,99.162,1.000
D_16a75d9c20_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,12.000,38.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,5.442,1.000,True,7500,1,52,0.238,12.381,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,FEASIBLE,164.010,0.908,0.900,False,1785.714,164.048,310.333,1200.027,1.000
D_16eb729ea3_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,2,12.000,38.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.449,False,7500,8,38,1.905,9.048,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,157.350,0.912,0.900,False,1785.714,157.381,51.667,420.020,1.000
D_16eb729ea3_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,2,12.000,38.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.449,False,7500,8,38,1.905,9.048,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,21.000,FEASIBLE,160.650,0.910,0.900,False,1785.714,160.667,138.952,1200.035,1.000
D_171d6f2611_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,25.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.954,False,7500,1,45,0.238,10.714,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,170.640,0.904,0.900,False,1785.714,170.619,232.905,410.358,1.000
D_171d6f2611_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,25.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.954,False,7500,1,45,0.238,10.714,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,20.000,FEASIBLE,170.060,0.907,0.900,False,1785.714,165.429,59.714,1200.023,1.000
D_1726a5ec0d_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,12.000,38.000,17.000,13.000,extremes_high_low,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.880,False,7500,2,51,0.476,12.143,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,164.430,0.908,0.900,False,1785.714,164.429,226.714,99.909,1.000
D_1726a5ec0d_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,4,12.000,38.000,17.000,13.000,extremes_high_low,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.880,False,7500,2,51,0.476,12.143,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,21.000,FEASIBLE,174.760,0.902,0.900,False,1785.714,174.762,153.048,1200.022,1.000
D_174aa0574f_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,6,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.713,False,7500,1,52,0.238,12.381,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,OPTIMAL,169.800,0.905,0.900,False,1785.714,170.000,232.286,87.785,1.000
D_174aa0574f_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,1,6,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.713,False,7500,1,52,0.238,12.381,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,21.000,FEASIBLE,128.260,0.928,0.900,False,1785.714,128.286,106.571,1200.025,1.000
D_17cffdb4a3_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,2,10.000,28.000,25.000,25.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.484,False,7500,2,38,0.476,9.048,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,176.950,0.901,0.900,False,1785.714,176.952,239.238,57.905,1.000
D_17cffdb4a3_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,2,10.000,28.000,25.000,25.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.484,False,7500,2,38,0.476,9.048,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,21.000,FEASIBLE,163.490,0.908,0.900,False,1785.714,163.476,141.762,1200.028,1.000
D_17df053223_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,4,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.599,False,7500,2,50,0.476,11.905,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,166.850,0.907,0.900,False,1785.714,166.762,229.048,138.402,1.000
D_17df053223_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,4,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.599,False,7500,2,50,0.476,11.905,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,23.000,FEASIBLE,128.190,0.928,0.900,False,1785.714,128.238,274.524,1200.035,1.000
D_17f206a8c9_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,2,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.645,False,7500,7,32,1.667,7.619,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,150.640,0.916,0.900,False,1785.714,150.667,44.952,422.833,1.000
D_17f206a8c9_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,2,10.000,28.000,16.000,25.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.645,False,7500,7,32,1.667,7.619,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,21.000,FEASIBLE,163.140,0.909,0.900,False,1785.714,163.190,141.476,1200.034,1.000
D_17fea241c4_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,16.000,extremes_high_low,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.819,False,7500,3,38,0.714,9.048,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,20.000,FEASIBLE,159.550,0.911,0.900,False,1785.714,159.476,53.762,420.020,1.000
D_17fea241c4_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,16.000,extremes_high_low,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.819,False,7500,3,38,0.714,9.048,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",22.000,21.000,FEASIBLE,108.240,0.939,0.900,False,1785.714,108.238,86.524,1200.033,1.000
D_184ad7014a_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,2,2,22.000,40.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.425,False,7500,13,27,3.095,6.429,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,164.370,0.908,0.900,False,1785.714,164.381,142.667,420.019,1.000
D_184ad7014a_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,2,2,22.000,40.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.425,False,7500,13,27,3.095,6.429,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,154.610,0.913,0.900,False,1785.714,154.619,132.905,1200.034,1.000
D_18716083a4_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,2,2,22.000,40.000,15.000,15.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.357,False,7500,15,29,3.571,6.905,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,163.640,0.908,0.900,False,1785.714,163.667,141.952,420.015,1.000
D_18716083a4_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,2,2,22.000,40.000,15.000,15.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.357,False,7500,15,29,3.571,6.905,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,162.560,0.909,0.900,False,1785.714,162.190,140.476,1199.948,1.000
D_1899a30d4f_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,20.000,20.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.827,False,7500,4,40,0.952,9.524,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,155.030,0.914,0.900,False,1785.714,153.952,48.238,420.022,1.000
D_1899a30d4f_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,20.000,20.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.827,False,7500,4,40,0.952,9.524,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,175.030,0.902,0.900,False,1785.714,174.952,69.238,1200.028,1.000
D_189a6936d0_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,1,6,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.713,False,7500,3,47,0.714,11.190,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,147.370,0.917,0.900,False,1785.714,147.571,41.857,420.034,1.000
D_189a6936d0_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,1,6,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.713,False,7500,3,47,0.714,11.190,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,21.000,FEASIBLE,113.730,0.936,0.900,False,1785.714,113.857,92.143,1200.018,1.000
D_18a908146b_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,25.000,25.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.789,1.000,True,7500,4,39,0.952,9.286,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,155.180,0.913,0.900,False,1785.714,155.143,49.429,420.026,1.000
D_18a908146b_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,25.000,25.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.789,1.000,True,7500,4,39,0.952,9.286,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,20.000,FEASIBLE,174.550,0.902,0.900,False,1785.714,174.476,68.762,1200.018,1.000
D_191590eca4_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.785,False,7500,1,48,0.238,11.429,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,FEASIBLE,165.900,0.907,0.900,False,1785.714,165.952,228.238,420.062,1.000
D_191590eca4_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.785,False,7500,1,48,0.238,11.429,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,FEASIBLE,111.440,0.938,0.900,False,1785.714,111.476,173.762,1200.020,1.000
D_1a1272e739_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,17.000,13.000,extremes_high_low,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.854,False,7500,5,48,1.190,11.429,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,23.000,FEASIBLE,30.900,0.983,0.900,False,1785.714,30.286,176.571,420.021,1.000
D_1a1272e739_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,17.000,13.000,extremes_high_low,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.854,False,7500,5,48,1.190,11.429,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,22.000,FEASIBLE,176.810,0.901,0.900,False,1785.714,176.619,238.905,1200.074,1.000
D_1a13c872e2_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,4,22.000,40.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.670,False,7500,1,45,0.238,10.714,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,164.420,0.908,0.900,False,1785.714,164.333,226.619,69.546,1.000
D_1a13c872e2_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,4,22.000,40.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.670,False,7500,1,45,0.238,10.714,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,21.000,FEASIBLE,160.130,0.910,0.900,False,1785.714,160.048,138.333,1200.021,1.000
D_1a40b56b21_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,6,12.000,38.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.734,1.000,True,7500,2,41,0.476,9.762,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,OPTIMAL,161.420,0.910,0.900,False,1785.714,161.429,223.714,23.006,1.000
D_1a40b56b21_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,6,12.000,38.000,17.000,13.000,extremes_high_low,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.734,1.000,True,7500,2,41,0.476,9.762,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,23.000,FEASIBLE,151.140,0.915,0.900,False,1785.714,151.143,297.429,1200.021,1.000
