base_id,scenario_id,schedule_case,V,AHT,OCC,SHK,Hg,T,week_pattern,p_weekdays,weekday_split,weekday_step,K,ratio_target,pos1,pos2,width1,width2,width_assignment_rule,peak_amplitude_rule,peak_amplitude_ratio,solver,base_seed,seed_scenario,V_demand,AHT_demand,OCC_demand,SHK_demand,Hg_demand,T_demand,week_pattern_demand,p_weekdays_demand,weekday_split_demand,weekday_step_demand,K_demand,ratio_target_demand,pos1_demand,pos2_demand,width1_demand,width2_demand,width_assignment_rule_demand,peak_amplitude_rule_demand,peak_amplitude_ratio_demand,H_talk,H_prod,H_paid,HC_teorico,HC_teorico_ceil,H_prod_noSHK,HC_gross,HC_gross_ceil,ratio_real,lambda,ratio_capped,calls_sum,calls_min,calls_max,fte_min,fte_max,day_weights,base_seed_sched,seed_scenario_sched,workers,ortools_version,hexaly_version,n0,N_final,solver_status,objective,coverage,coverage_target,coverage_fail,sum_required,sum_under,sum_over,runtime_sec
D_3e9e0bec82,D_3e9e0bec82_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,6,12.000,38.000,13.000,13.000,equal,equal,2.000,hexaly,12345,608564951,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,uniform,0.020,2,6.000,12.000,38.000,13.000,13.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,5.499,1.000,True,7500,1,46,0.238,10.952,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_3e9e0bec82,D_3e9e0bec82_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,6,12.000,38.000,13.000,13.000,equal,equal,2.000,cp_sat,12345,608564951,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,uniform,0.020,2,6.000,12.000,38.000,13.000,13.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,5.499,1.000,True,7500,1,46,0.238,10.952,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",12345.000,608564951.000,1.000,9.15.6755,,22.000,24.000,FEASIBLE,165.690,0.907,0.900,False,1785.714,165.619,395.905,1200.049
D_3e9e0bec82,D_3e9e0bec82_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,6,12.000,38.000,13.000,13.000,equal,equal,2.000,hexaly,12345,608564951,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,uniform,0.020,2,6.000,12.000,38.000,13.000,13.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,5.499,1.000,True,7500,1,46,0.238,10.952,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_3edb307dc7,D_3edb307dc7_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,1,4,36.000,,20.000,,,,,cp_sat,12345,509489845,7500,300.000,0.700,0.200,42.000,0.500,W1,,,,1,4.000,36.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.580,False,7500,9,38,2.143,9.048,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",12345.000,509489845.000,1.000,9.15.6755,,22.000,21.000,FEASIBLE,142.810,0.920,0.900,False,1785.714,142.810,121.095,417.416
D_3edb307dc7,D_3edb307dc7_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,1,4,36.000,,20.000,,,,,hexaly,12345,509489845,7500,300.000,0.700,0.200,42.000,0.500,W1,,,,1,4.000,36.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.580,False,7500,9,38,2.143,9.048,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",,,,,,,,,,,,,,,,
D_3edb307dc7,D_3edb307dc7_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,1,4,36.000,,20.000,,,,,cp_sat,12345,509489845,7500,300.000,0.700,0.200,42.000,0.500,W1,,,,1,4.000,36.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.580,False,7500,9,38,2.143,9.048,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",12345.000,509489845.000,1.000,9.15.6755,,22.000,23.000,FEASIBLE,137.190,0.924,0.900,False,1785.714,135.714,282.000,1200.036
D_3edb307dc7,D_3edb307dc7_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,1,4,36.000,,20.000,,,,,hexaly,12345,509489845,7500,300.000,0.700,0.200,42.000,0.500,W1,,,,1,4.000,36.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.580,False,7500,9,38,2.143,9.048,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",,,,,,,,,,,,,,,,
D_3eebd1f4e9,D_3eebd1f4e9_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,1,4,25.000,,16.000,,,,,cp_sat,12345,759456189,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,1,4.000,25.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.563,False,7500,5,48,1.190,11.429,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",12345.000,759456189.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,166.580,0.909,0.900,False,1785.714,161.762,56.048,420.019
D_3eebd1f4e9,D_3eebd1f4e9_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,1,4,25.000,,16.000,,,,,hexaly,12345,759456189,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,1,4.000,25.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.563,False,7500,5,48,1.190,11.429,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_3eebd1f4e9,D_3eebd1f4e9_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,1,4,25.000,,16.000,,,,,cp_sat,12345,759456189,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,1,4.000,25.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.563,False,7500,5,48,1.190,11.429,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",12345.000,759456189.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,175.060,0.902,0.900,False,1785.714,174.905,69.190,1200.022
D_3eebd1f4e9,D_3eebd1f4e9_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,1,4,25.000,,16.000,,,,,hexaly,12345,759456189,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,1,4.000,25.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.563,False,7500,5,48,1.190,11.429,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_3f1ad04278,D_3f1ad04278_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,cp_sat,12345,231408424,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.715,False,7500,1,54,0.238,12.857,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,231408424.000,1.000,9.15.6755,,22.000,22.000,FEASIBLE,164.740,0.908,0.900,False,1785.714,164.810,227.095,420.028
D_3f1ad04278,D_3f1ad04278_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,hexaly,12345,231408424,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.715,False,7500,1,54,0.238,12.857,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_3f1ad04278,D_3f1ad04278_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,cp_sat,12345,231408424,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.715,False,7500,1,54,0.238,12.857,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,231408424.000,1.000,9.15.6755,,22.000,21.000,FEASIBLE,170.520,0.904,0.900,False,1785.714,170.619,148.905,1200.027
D_3f1ad04278,D_3f1ad04278_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,hexaly,12345,231408424,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.715,False,7500,1,54,0.238,12.857,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_3fadc242e6,D_3fadc242e6_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,1,4,14.000,,20.000,,,,,cp_sat,12345,871245095,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,1,4.000,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.596,False,7500,2,50,0.476,11.905,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,871245095.000,1.000,9.15.6755,,22.000,22.000,OPTIMAL,171.430,0.904,0.900,False,1785.714,171.286,233.571,59.801
D_3fadc242e6,D_3fadc242e6_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,1,4,14.000,,20.000,,,,,hexaly,12345,871245095,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,1,4.000,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.596,False,7500,2,50,0.476,11.905,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_3fadc242e6,D_3fadc242e6_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,1,4,14.000,,20.000,,,,,cp_sat,12345,871245095,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,1,4.000,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.596,False,7500,2,50,0.476,11.905,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,871245095.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,164.460,0.908,0.900,False,1785.714,164.333,58.619,1200.022
D_3fadc242e6,D_3fadc242e6_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,1,4,14.000,,20.000,,,,,hexaly,12345,871245095,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,1,4.000,14.000,,20.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.596,False,7500,2,50,0.476,11.905,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_3fdcdac55b,D_3fdcdac55b_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,cp_sat,12345,64859614,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,decreasing-to-friday,0.020,2,4.000,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.727,False,7500,4,40,0.952,9.524,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",12345.000,64859614.000,1.000,9.15.6755,,22.000,21.000,FEASIBLE,127.870,0.928,0.900,False,1785.714,127.714,106.000,420.024
D_3fdcdac55b,D_3fdcdac55b_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,hexaly,12345,64859614,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,decreasing-to-friday,0.020,2,4.000,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.727,False,7500,4,40,0.952,9.524,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_3fdcdac55b,D_3fdcdac55b_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,cp_sat,12345,64859614,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,decreasing-to-friday,0.020,2,4.000,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.727,False,7500,4,40,0.952,9.524,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",12345.000,64859614.000,1.000,9.15.6755,,22.000,21.000,FEASIBLE,127.900,0.929,0.900,False,1785.714,127.571,105.857,1200.026
D_3fdcdac55b,D_3fdcdac55b_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,hexaly,12345,64859614,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,decreasing-to-friday,0.020,2,4.000,10.000,28.000,20.000,20.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.727,False,7500,4,40,0.952,9.524,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_4025b1f5cb,D_4025b1f5cb_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,cp_sat,12345,301007493,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,increasing-to-friday,0.020,2,6.000,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,3,47,0.714,11.190,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",12345.000,301007493.000,1.000,9.15.6755,,22.000,21.000,FEASIBLE,124.670,0.934,0.900,False,1785.714,117.000,95.286,420.022
D_4025b1f5cb,D_4025b1f5cb_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,hexaly,12345,301007493,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,increasing-to-friday,0.020,2,6.000,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,3,47,0.714,11.190,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_4025b1f5cb,D_4025b1f5cb_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,cp_sat,12345,301007493,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,increasing-to-friday,0.020,2,6.000,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,3,47,0.714,11.190,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",12345.000,301007493.000,1.000,9.15.6755,,22.000,22.000,FEASIBLE,176.090,0.901,0.900,False,1785.714,176.143,238.429,1200.026
D_4025b1f5cb,D_4025b1f5cb_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,increasing-to-friday,0.020,2,6,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,hexaly,12345,301007493,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,increasing-to-friday,0.020,2,6.000,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,3,47,0.714,11.190,"[0.163, 0.167, 0.17, 0.173, 0.177, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_4066bde709,D_4066bde709_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,cp_sat,12345,315083477,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.655,False,7500,4,40,0.952,9.524,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",12345.000,315083477.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,153.540,0.915,0.900,False,1785.714,152.476,46.762,420.022
D_4066bde709,D_4066bde709_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,hexaly,12345,315083477,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.655,False,7500,4,40,0.952,9.524,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_4066bde709,D_4066bde709_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,cp_sat,12345,315083477,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.655,False,7500,4,40,0.952,9.524,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",12345.000,315083477.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,159.800,0.911,0.900,False,1785.714,159.667,53.952,1200.024
D_4066bde709,D_4066bde709_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,hexaly,12345,315083477,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.655,False,7500,4,40,0.952,9.524,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_4075d4ecb7,D_4075d4ecb7_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,cp_sat,12345,6753779,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.884,False,7500,4,36,0.952,8.571,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",12345.000,6753779.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,156.610,0.912,0.900,False,1785.714,156.619,50.905,420.019
D_4075d4ecb7,D_4075d4ecb7_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,hexaly,12345,6753779,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.884,False,7500,4,36,0.952,8.571,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_4075d4ecb7,D_4075d4ecb7_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,cp_sat,12345,6753779,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.884,False,7500,4,36,0.952,8.571,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",12345.000,6753779.000,1.000,9.15.6755,,22.000,22.000,FEASIBLE,136.740,0.923,0.900,False,1785.714,136.619,198.905,1200.015
D_4075d4ecb7,D_4075d4ecb7_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,4,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,hexaly,12345,6753779,7500,300.000,0.700,0.200,42.000,0.500,W2,0.850,uniform,0.020,2,4.000,12.000,38.000,13.000,17.000,extremes_low_high,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.884,False,7500,4,36,0.952,8.571,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",,,,,,,,,,,,,,,,
D_40fbb047a3,D_40fbb047a3_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,cp_sat,12345,229615120,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,1,51,0.238,12.143,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,229615120.000,1.000,9.15.6755,,22.000,24.000,FEASIBLE,115.190,0.935,0.900,False,1785.714,115.238,345.524,420.020
D_40fbb047a3,D_40fbb047a3_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,hexaly,12345,229615120,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,1,51,0.238,12.143,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_40fbb047a3,D_40fbb047a3_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,cp_sat,12345,229615120,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,1,51,0.238,12.143,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,229615120.000,1.000,9.15.6755,,22.000,26.000,FEASIBLE,146.880,0.918,0.900,False,1785.714,146.905,545.190,1200.022
D_40fbb047a3,D_40fbb047a3_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,hexaly,12345,229615120,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,22.000,40.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.726,False,7500,1,51,0.238,12.143,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_4137256627,D_4137256627_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,10.000,28.000,16.000,16.000,equal,equal,2.000,cp_sat,12345,841307716,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,10.000,28.000,16.000,16.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.841,False,7500,1,41,0.238,9.762,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,841307716.000,1.000,9.15.6755,,22.000,22.000,FEASIBLE,163.960,0.908,0.900,False,1785.714,163.857,226.143,420.023
D_4137256627,D_4137256627_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,10.000,28.000,16.000,16.000,equal,equal,2.000,hexaly,12345,841307716,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,10.000,28.000,16.000,16.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.841,False,7500,1,41,0.238,9.762,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
D_4137256627,D_4137256627_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,10.000,28.000,16.000,16.000,equal,equal,2.000,cp_sat,12345,841307716,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,10.000,28.000,16.000,16.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.841,False,7500,1,41,0.238,9.762,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",12345.000,841307716.000,1.000,9.15.6755,,22.000,20.000,FEASIBLE,173.390,0.903,0.900,False,1785.714,173.333,67.619,1200.016
D_4137256627,D_4137256627_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,6,10.000,28.000,16.000,16.000,equal,equal,2.000,hexaly,12345,841307716,7500,300.000,0.700,0.200,42.000,0.500,W2,0.950,decreasing-to-friday,0.020,2,6.000,10.000,28.000,16.000,16.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.841,False,7500,1,41,0.238,9.762,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",,,,,,,,,,,,,,,,
